BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,total_diff
R0698,BARS,CAPODANNO BLVD & DOTY AVE,10305.0,Staten Island,GNRA,50.0,40.59234145,-74.06417896,POINT (-74.06417896 40.59234145),62410.33915178811
Q7394,BARS,36 AVE & 38 ST,11101.0,Queens,QN01,26.0,40.75396114,-73.924157,POINT (-73.924157 40.75396114),29320.303805960102
X4792,ERS,E/S PARK AVE & E 179 ST,10457.0,Bronx,BX06,15.0,40.84994704,-73.89772397,POINT (-73.89772397 40.84994704),45219.7086447678
B1856,ERS,FULTON ST & CRESCENT ST,11208.0,Brooklyn,BK05,37.0,40.68364918,-73.87218729,POINT (-73.87218729 40.68364918),30275.55628496921
Q8666,ERS,BELKNAP ST & 136 AVE,11434.0,Queens,QN12,27.0,40.67678634,-73.75833822,POINT (-73.75833822 40.67678634),49602.682065722125
R1287,ERS,CLOVE RD & W FINGERBOARD RD,10305.0,Staten Island,SI02,50.0,40.60194101,-74.08218729,POINT (-74.08218729 40.60194101),64106.181105259355
B3735,ERS,BEDFORD AVE & CLARENDON RD,11226.0,Brooklyn,BK17,45.0,40.64288759,-73.95452484,POINT (-73.95452484 40.64288759),33404.90322888799
B3975,ERS,QUENTIN RD & E 27 ST,11229.0,Brooklyn,BK15,48.0,40.60953985,-73.94652386,POINT (-73.94652386 40.60953985),38806.41166686271
B1191,ERS,3 AVE & 96 ST,11209.0,Brooklyn,BK10,43.0,40.61656689,-74.0337714,POINT (-74.0337714 40.61656689),51335.20151648995
B0098,BARS,NASSAU AVE & VAN DAM ST,11222.0,Brooklyn,BK01,33.0,40.72632745,-73.93701099,POINT (-73.93701099 40.72632745),27384.456474500228
M1084,ERS,RIVERSIDE DR & W 78 ST,10023.0,Manhattan,MN07,6.0,40.78435239,-73.98329701,POINT (-73.98329701 40.78435239),38475.18257477145
B2212,ERS,AVENUE A & E 93 ST,11236.0,Brooklyn,BK17,42.0,40.65257705,-73.91594064,POINT (-73.91594064 40.65257705),30433.647392835246
B1681,ERS,GLENMORE AVE & SACKMAN ST,11212.0,Brooklyn,BK16,37.0,40.67178868,-73.90543589,POINT (-73.90543589 40.67178868),28409.322297468243
B1216,ERS,PROSPECT PARK W & 6 ST,11215.0,Brooklyn,BK06,39.0,40.66641909,-73.97533715,POINT (-73.97533715 40.66641909),32719.220283766503
X2675,ERS,SEWARD AVE & NOBLE AVE,10473.0,Bronx,BX09,18.0,40.81861679,-73.86716435,POINT (-73.86716435 40.81861679),42190.84893695582
Q4768,ERS,FRANCIS LEWIS BLVD & UTOPIA PWAY,11358.0,Queens,QN11,19.0,40.76943276,-73.79215871,POINT (-73.79215871 40.76943276),46557.794804607154
Q9680,BARS,METROPOLITAN AVE & 125 ST,11415.0,Queens,QN09,29.0,40.70453883,-73.82650679,POINT (-73.82650679 40.70453883),35898.744570871626
Q1612,ERS,CROSS BAY BLVD & 10 RD BROAD CHANNEL,11693.0,Queens,QN14,32.0,40.60582404,-73.81960891,POINT (-73.81960891 40.60582404),49292.83841989008
Q9728,BARS,HARDING XWAY N & 185 ST,11365.0,Queens,QN11,20.0,40.74046901,-73.78947579,POINT (-73.78947579 40.74046901),43936.23038765206
M1337,ERS,POWELL BLVD & CENTRAL PARK N,83.0,Manhattan,MN10,9.0,40.7994344,-73.95528885,POINT (-73.95528885 40.7994344),36958.033153974895
R2369,BARS,RICHMOND AVE & SIGNS RD/OVFD,10314.0,Staten Island,SI02,50.0,40.6018317,-74.16354404,POINT (-74.16354404 40.6018317),81737.94272620026
X3733,ERS,IRWIN AVE & RIVERDALE AVE/W 231ST,10463.0,Bronx,BX08,11.0,40.88133839,-73.90913849,POINT (-73.90913849 40.88133839),51417.337915949895
Q6812,BARS,113 AVE & 225 ST,11429.0,Queens,QN13,27.0,40.70389803,-73.7322742,POINT (-73.7322742 40.70389803),54019.90218168172
B0234,ERS,BROADWAY & RODNEY ST,11211.0,Brooklyn,BK01,34.0,40.70800995,-73.95672449,POINT (-73.95672449 40.70800995),28176.212861536158
R0162,ERS,METROPOLITAN AVE & HURON PL,10301.0,Staten Island,SI01,49.0,40.62872413,-74.10324837,POINT (-74.10324837 40.62872413),63356.35952650791
B1550,ERS,BEDFORD AVE & CLARKSON AVE,11226.0,Brooklyn,BK14,40.0,40.65504828,-73.95630035,POINT (-73.95630035 40.65504828),31788.975165695745
Q9325,BARS,37 AVE & 113 ST,11368.0,Queens,QN03,21.0,40.75470745,-73.85478631,POINT (-73.85478631 40.75470745),34829.322840983456
R1819,BARS,BUEL AVE & MASON AVE,10305.0,Staten Island,SI02,50.0,40.58339158,-74.08978366,POINT (-74.08978366 40.58339158),69605.48597058978
M0171,ERS,CHURCH ST & WALKER ST,10013.0,Manhattan,MN01,1.0,40.71946672,-74.00437215,POINT (-74.00437215 40.71946672),35656.61194056698
Q9914,BARS,FRESH MEADOW LA & GLADWIN AVE,11358.0,Queens,QN07,20.0,40.74900638,-73.79487619,POINT (-73.79487619 40.74900638),43675.77099935503
M1387,ERS,ST NICHOLAS AVE & W 116 ST,10026.0,Manhattan,MN10,9.0,40.80321653,-73.95252975,POINT (-73.95252975 40.80321653),37248.353069536046
M0380,ERS,7 AVE S & BLEEKER ST,10014.0,Manhattan,MN02,3.0,40.73222348,-74.00355431,POINT (-74.00355431 40.73222348),36234.238634113666
Q5660,BARS,111 RD & FRANCIS LEWIS BLVD,11429.0,Queens,QN13,27.0,40.70494458,-73.75015523,POINT (-73.75015523 40.70494458),50131.50466053496
B0348,BARS,BROADWAY & MANHATTAN AVE,11206.0,Brooklyn,BK01,34.0,40.70196179,-73.94400504,POINT (-73.94400504 40.70196179),27069.045279710692
B2240,ERS,AVENUE D & E 92 ST,11236.0,Brooklyn,BK18,42.0,40.64722355,-73.91175516,POINT (-73.91175516 40.64722355),31314.385815254096
Q3406,BARS,28 AVE & 146 ST,11354.0,Queens,QN07,20.0,40.77306407,-73.82186465,POINT (-73.82186465 40.77306407),41927.205387131755
X2637,ERS,LACOMBE AVE & WHITE PLAINS RD,10473.0,Bronx,BX09,18.0,40.81566198,-73.85678336,POINT (-73.85678336 40.81566198),43010.91395629598
M0474,ERS,E 14 ST & AVENUE A,10009.0,Manhattan,MN06,2.0,40.73044246,-73.98034008,POINT (-73.98034008 40.73044246),32170.89315756201
B0853,ERS,HOWARD AVE & PUTNAM AVE,11221.0,Brooklyn,BK03,41.0,40.68738202,-73.92088637,POINT (-73.92088637 40.68738202),26814.438166394615
R0521,ERS,WEST RALEIGH AVE & CLOVE RD,10310.0,Staten Island,SI01,49.0,40.62526899,-74.1184594,POINT (-74.1184594 40.62526899),67258.95843740732
Q5503,BARS,89 AVE & 209 ST,11427.0,Queens,QN13,23.0,40.72103718,-73.75610855,POINT (-73.75610855 40.72103718),49304.05847372209
Q6114,BARS,IFO 205-17 34TH AVE & 100 FT E OF INT,11361.0,Queens,QN11,19.0,40.76813926,-73.78311199,POINT (-73.78311199 40.76813926),48088.33732713348
B3334,ERS,AVENUE U & E 27 ST,11229.0,Brooklyn,BK15,46.0,40.60011117,-73.94474203,POINT (-73.94474203 40.60011117),40576.2758125991
B2217,ERS,REMSEN AVE & AVENUE B,11236.0,Brooklyn,BK17,42.0,40.64952763,-73.91631994,POINT (-73.91631994 40.64952763),30868.260673011646
Q4908,ERS,MAIN ST & 69 AVE,11367.0,Queens,QN08,24.0,40.73134139,-73.82415013,POINT (-73.82415013 40.73134139),37293.531833699424
Q1037,BARS,SEAGIRT AVE & BEACH 6 ST,11691.0,Queens,QN14,31.0,40.59598405,-73.74120734,POINT (-73.74120734 40.59598405),66372.00302948957
B3757,BARS,VARET ST & WHITE ST,11206.0,Brooklyn,BK01,34.0,40.70393481,-73.93479271,POINT (-73.93479271 40.70393481),26593.546155295706
R0515,ERS,ALASKA ST 400' N OF CASTLETON AVE,10310.0,Staten Island,SI01,49.0,40.635314,-74.12036716,POINT (-74.12036716 40.635314),65858.7062005624
Q8884,ERS,123 AVE & 141 ST,11436.0,Queens,QN12,28.0,40.67484303,-73.79975554,POINT (-73.79975554 40.67484303),41708.674047989145
M1164,ERS,PARK AVE & E 86 ST,10028.0,Manhattan,MN08,4.0,40.7801775,-73.95719893,POINT (-73.95719893 40.7801775),34458.1798860073
M0698,ERS,3 AVE & E 32 ST,10016.0,Manhattan,MN06,2.0,40.74444355,-73.9790585,POINT (-73.9790585 40.74444355),33040.422334929164
X3923,ERS,PALISADE AVE & W 254 ST,10471.0,Bronx,BX08,11.0,40.90357736,-73.91260283,POINT (-73.91260283 40.90357736),56288.346907986284
R4293,ERS,BARCLAY AVE & TALLMAN ST,10312.0,Staten Island,SI03,51.0,40.53428268,-74.17195826,POINT (-74.17195826 40.53428268),98390.39438983645
Q5273,BARS,90 AVE & 201 ST,11423.0,Queens,QN12,23.0,40.71669709,-73.76058139,POINT (-73.76058139 40.71669709),48202.764437153724
Q7875,ERS,37 AVE & 79 ST,11372.0,Queens,QN03,25.0,40.74945389,-73.88709814,POINT (-73.88709814 40.74945389),30534.154549832238
B0570,ERS,BOND ST & WARREN ST,11217.0,Brooklyn,BK06,33.0,40.68376501,-73.9869952,POINT (-73.9869952 40.68376501),32892.09198281369
X2570,ERS,SEDGWICK AVE 900' N OF W 165 ST,10452.0,Bronx,BX04,16.0,40.83729064,-73.93011114,POINT (-73.93011114 40.83729064),41940.07626832459
Q4191,ERS,BLEECKER ST & 61 ST,11385.0,Queens,QN05,30.0,40.71148903,-73.90159539,POINT (-73.90159539 40.71148903),27059.185060243803
R3560,ERS,NW COR HAMPTON GREEN VILLAGE GREENS,10312.0,Staten Island,SI03,51.0,40.55494832,-74.19433242,POINT (-74.19433242 40.55494832),98774.51865737738
X3893,ERS,E 242 ST & MURDOCK AVE,10470.0,Bronx,BX12,11.0,40.90491549,-73.8458498,POINT (-73.8458498 40.90491549),63151.536144794314
Q7727,BARS,DITMARS BLVD & 31 DR,11369.0,Queens,QN03,21.0,40.76142569,-73.86052235,POINT (-73.86052235 40.76142569),34842.864827972284
M1669,ERS,EDGECOMBE AVE & W 155 ST,10032.0,Manhattan,MN09,9.0,40.83039623,-73.94051102,POINT (-73.94051102 40.83039623),40995.20012131313
B1028,ERS,ALBANY AVE & EMPIRE BLVD,11213.0,Brooklyn,BK09,35.0,40.66390389,-73.93992613,POINT (-73.93992613 40.66390389),29342.088069147914
Q7547,BARS,DITMARS BLVD & 46 ST,11105.0,Queens,QN01,22.0,40.77031976,-73.9024761,POINT (-73.9024761 40.77031976),31859.6238350977
Q6202,BARS,POWELLS COVE BLVD & 127 ST,11356.0,Queens,QN07,19.0,40.79390789,-73.84067828,POINT (-73.84067828 40.79390789),41946.347724746665
R2283,ERS,ALLISON AVE & SOUTH RAILROAD AVE,10306.0,Staten Island,SI02,50.0,40.57042085,-74.12074422,POINT (-74.12074422 40.57042085),79086.69610890285
Q4785,ERS,UNION HALL ST & SOUTH RD,11433.0,Queens,QN12,28.0,40.69938578,-73.79449921,POINT (-73.79449921 40.69938578),41347.151326356114
M1913,ERS,WEST RD OPP ENT GOLDWATER HOSP RSVLT IS,10044.0,Manhattan,MN08,5.0,40.75487423,-73.95744672,POINT (-73.95744672 40.75487423),31275.915072140724
R0154,ERS,LAKEWOOD RD & PARK CT,10301.0,Staten Island,SI01,49.0,40.62792984,-74.10074072,POINT (-74.10074072 40.62792984),62966.39605578644
Q8954,ERS,ROCKAWAY BLVD & BAISLEY BLVD,11434.0,Queens,QN12,28.0,40.67238503,-73.78573731,POINT (-73.78573731 40.67238503),44537.69885175065
R1901,BARS,LAMBERTS LA & ASTOR AVE,10314.0,Staten Island,SI02,50.0,40.61507256,-74.15940797,POINT (-74.15940797 40.61507256),78180.52377344429
X2924,ERS,INWOOD AVE & FEATHERBED LA,10452.0,Bronx,BX05,14.0,40.84588925,-73.91508179,POINT (-73.91508179 40.84588925),43598.863069651976
Q6248,ERS,7 AVE & 149 ST,11357.0,Queens,QN07,19.0,40.79431602,-73.8181502,POINT (-73.8181502 40.79431602),45439.207434949705
B1763,ERS,ATLANTIC AVE & JEROME ST,11207.0,Brooklyn,BK05,37.0,40.67715393,-73.88772649,POINT (-73.88772649 40.67715393),29146.061987799123
B1643,ERS,PITKIN AVE & SARATOGA AVE,11212.0,Brooklyn,BK16,41.0,40.66870858,-73.91730571,POINT (-73.91730571 40.66870858),28354.558159318014
M1597,ERS,CONVENT AVE & W 141 ST,10031.0,Manhattan,MN09,7.0,40.82210802,-73.9480829,POINT (-73.9480829 40.82210802),39984.532685333426
Q6287,BARS,BELL BLVD & 29 AVE,11360.0,Queens,QN11,19.0,40.77531727,-73.77519698,POINT (-73.77519698 40.77531727),50590.63375270456
X2192,ERS,SOUTHERN BLVD & E 144 ST,10455.0,Bronx,BX01,8.0,40.80906078,-73.9075372,POINT (-73.9075372 40.80906078),37060.29739700522
M1250,ERS,W/S PARK AVE & E 98 ST,10029.0,Manhattan,MN11,8.0,40.78800309,-73.95175844,POINT (-73.95175844 40.78800309),35006.03414394471
B2828,ERS,BATH AVE & 15 AVE,11228.0,Brooklyn,BK11,43.0,40.60803042,-74.01302318,POINT (-74.01302318 40.60803042),48852.56330719556
B1891,ERS,RIDGEWOOD AVE & GRANT AVE,11208.0,Brooklyn,BK05,37.0,40.68659435,-73.86798634,POINT (-73.86798634 40.68659435),30595.881937143342
Q5523,BARS,94 RD & 211 ST,11428.0,Queens,QN13,23.0,40.71591431,-73.74962475,POINT (-73.74962475 40.71591431),50463.69558197624
M1403,ERS,FDR DR & E 118 ST,10035.0,Manhattan,MN11,8.0,40.79550825,-73.93000601,POINT (-73.93000601 40.79550825),34853.70583643526
Q6194,BARS,36 AVE & 212 ST,11361.0,Queens,QN11,19.0,40.76749399,-73.7750447,POINT (-73.7750447 40.76749399),49591.218841917995
R4826,ERS,JOLINE AVE & WATERFRONT,10307.0,Staten Island,SI03,51.0,40.5012186,-74.23318889,POINT (-74.23318889 40.5012186),119563.19377895154
B1340,ERS,CLINTON ST & HUNTINGTON ST,11231.0,Brooklyn,BK06,39.0,40.67641404,-74.00102823,POINT (-74.00102823 40.67641404),35886.618629721954
X3977,ERS,WEBSTER AVE & E 234 ST,10470.0,Bronx,BX12,11.0,40.89740624,-73.86261235,POINT (-73.86261235 40.89740624),59181.71039421852
X2793,ERS,WEBSTER AVE & BELMONT ST,10457.0,Bronx,BX04,16.0,40.84197025,-73.90415482,POINT (-73.90415482 40.84197025),43220.68708414708
X2662,ERS,ZEREGA AVE & HOMER AVE,10473.0,Bronx,BX09,18.0,40.82267808,-73.84256929,POINT (-73.84256929 40.82267808),46216.77843503679
R4394,ERS,MAGUIRE AVE & AMBOY RD,10309.0,Staten Island,SI03,51.0,40.52522663,-74.20961206,POINT (-74.20961206 40.52522663),108866.6547126678
Q6607,BARS,HOME LAWN ST & KENDRICK PL,11432.0,Queens,QN08,24.0,40.71646287,-73.79234088,POINT (-73.79234088 40.71646287),41938.64075030091
R1241,ERS,MC CLEAN AVE & SAND LA,10305.0,Staten Island,SI02,50.0,40.59673475,-74.07043976,POINT (-74.07043976 40.59673475),62765.03471925617
M1542,ERS,12 AVE & W 132 ST,10027.0,Manhattan,MN09,7.0,40.81937771,-73.95932361,POINT (-73.95932361 40.81937771),40565.44362231588
B0656,ERS,LEXINGTON AVE & FRANKLIN AVE,11238.0,Brooklyn,BK03,36.0,40.68699608,-73.95684165,POINT (-73.95684165 40.68699608),28640.44164249557
M1686,ERS,AMSTERDAM AVE & W 162 ST,10032.0,Manhattan,MN12,7.0,40.83579394,-73.93988786,POINT (-73.93988786 40.83579394),41991.66666331683
Q8864,ERS,131 ST & 115 AVE,11420.0,Queens,QN10,28.0,40.67979311,-73.80981229,POINT (-73.80981229 40.67979311),39541.94396551715
Q3887,BARS,41 AVE & LITTLE NECK PWAY,11363.0,Queens,QN11,19.0,40.77126654,-73.73920222,POINT (-73.73920222 40.77126654),57536.19660974729
Q5380,ERS,114 RD & 179 ST,11434.0,Queens,QN12,27.0,40.69407045,-73.76959643,POINT (-73.76959643 40.69407045),46310.58151196948
B3091,ERS,BROOKLYN AVE & AVENUE I,11210.0,Brooklyn,BK18,45.0,40.6296776,-73.9415089,POINT (-73.9415089 40.6296776),34626.600851639545
Q6375,BARS,LITTLE NECK PWAY & 42 AVE,11363.0,Queens,QN11,19.0,40.77085986,-73.73866579,POINT (-73.73866579 40.77085986),57599.978279983356
Q9192,ERS,62 RD & 102 ST,11375.0,Queens,QN06,29.0,40.73498284,-73.8558077,POINT (-73.8558077 40.73498284),32946.602681408156
Q4418,BARS,LABURNUM AVE & 157 ST,11355.0,Queens,QN07,20.0,40.75200596,-73.80983507,POINT (-73.80983507 40.75200596),41339.08157776793
R3057,BARS,CURRIE AVE & HYLAN BLVD,10306.0,Staten Island,SI03,51.0,40.55729517,-74.12730058,POINT (-74.12730058 40.55729517),83395.61358039016
R4579,ERS,PLEASANT PLAINS AVE & S SERVICE RD,10309.0,Staten Island,SI03,51.0,40.52348277,-74.22313301,POINT (-74.22313301 40.52348277),112296.03015756237
X2454,ERS,OAK POINT AVE & HALLECK ST,10474.0,Bronx,BX02,17.0,40.81104581,-73.88071917,POINT (-73.88071917 40.81104581),39378.63673183148
R4042,BARS,HAWLEY AVE & PAWLING AVE,10312.0,Staten Island,SI03,51.0,40.53173497,-74.19460113,POINT (-74.19460113 40.53173497),104036.01586864915
B0487,ERS,JORALEMON ST & HICKS ST,11201.0,Brooklyn,BK02,33.0,40.69343933,-73.99671703,POINT (-73.99671703 40.69343933),34081.50631168244
B0774,ERS,GREENE AVE & BROADWAY,11221.0,Brooklyn,BK03,41.0,40.6912705,-73.9254103,POINT (-73.9254103 40.6912705),26667.519461968117
X3012,ERS,BX RIVER AVE & E 172 ST,10472.0,Bronx,BX09,17.0,40.83128703,-73.88172405,POINT (-73.88172405 40.83128703),42880.19159335768
Q3257,ERS,GCP W SVC RD & HARDING XWAY S,11375.0,Queens,QN06,29.0,40.73861005,-73.8469854,POINT (-73.8469854 40.73861005),34437.88373045783
X2840,ERS,WATSON AVE & LELAND AVE,10472.0,Bronx,BX09,18.0,40.82817015,-73.86264226,POINT (-73.86264226 40.82817015),44496.26708861207
Q7796,BARS,31 AVE & 54 ST,11377.0,Queens,QN01,22.0,40.75698759,-73.90736565,POINT (-73.90736565 40.75698759),29953.89126586001
B2625,ERS,8 AVE & 54 ST,11220.0,Brooklyn,BK07,38.0,40.63887733,-74.00604153,POINT (-74.00604153 40.63887733),41739.29625998761
M0423,ERS,AVENUE A & E 3 ST,10009.0,Manhattan,MN03,2.0,40.7236491,-73.98528585,POINT (-73.98528585 40.7236491),32514.89333943937
Q5150,ERS,81 AVE & 88 ST,11385.0,Queens,QN05,30.0,40.70407134,-73.8596139,POINT (-73.8596139 40.70407134),31151.8308341302
Q0269,BARS,JFK - AIRPORT EMERGENCY RESPONSE,11430.0,Queens,JFK,28.0,40.64238902,-73.78123036,POINT (-73.78123036 40.64238902),49374.48117412074
R4179,ERS,SHARROTTS RD & VETERANS RD E,10309.0,Staten Island,SI03,51.0,40.53719501,-74.22378792,POINT (-74.22378792 40.53719501),109365.93235296167
M1093,ERS,EAST END AVE & E 80 ST,10028.0,Manhattan,MN08,5.0,40.77107961,-73.94758357,POINT (-73.94758357 40.77107961),32361.87894716012
M2024,ERS,RECTOR PL & OVAL E OF SOUTH END AVE,10280.0,Manhattan,MN01,1.0,40.7090578,-74.01696468,POINT (-74.01696468 40.7090578),37809.48058117931
M1238,ERS,COLUMBUS AVE & W 96 ST,10025.0,Manhattan,MN07,6.0,40.79285556,-73.96752298,POINT (-73.96752298 40.79285556),37455.038520402275
B0133,BARS,RICHARDSON ST & LORIMER ST,11211.0,Brooklyn,BK01,33.0,40.71830017,-73.95006543,POINT (-73.95006543 40.71830017),27834.591403342874
X2766,ERS,FRANKLIN AVE & CROTONA PARK S,10456.0,Bronx,BX03,17.0,40.83501622,-73.89963415,POINT (-73.89963415 40.83501622),42121.21131751876
B0153,BARS,HUMBOLDT ST & WITHERS ST,11211.0,Brooklyn,BK01,34.0,40.71751658,-73.94316965,POINT (-73.94316965 40.71751658),27282.2204265732
M0096,ERS,WASHINGTON ST & BARCLAY ST,10007.0,Manhattan,MN01,1.0,40.71394077,-74.01232737,POINT (-74.01232737 40.71394077),37001.6732408304
X4129,ERS,LAFAYETTE AVE & CROSS BX XWAY W/B SR,10465.0,Bronx,BX10,13.0,40.82695839,-73.83050504,POINT (-73.83050504 40.82695839),48781.59460611852
M0793,ERS,LEXINGTON AVE & E 43 ST,10017.0,Manhattan,MN05,4.0,40.75211618,-73.97555801,POINT (-73.97555801 40.75211618),33275.322058143305
M1288,ERS,2 AVE & E 103 ST,10029.0,Manhattan,MN11,8.0,40.78868621,-73.94385968,POINT (-73.94385968 40.78868621),34477.49206396615
R0097,ERS,SILVER LAKE RD & DUER LA,10301.0,Staten Island,SI01,49.0,40.63171779,-74.09017808,POINT (-74.09017808 40.63171779),60038.86176082544
Q8514,ERS,PARK LANE S & 76 ST,11385.0,Queens,,30.0,40.69506535,-73.86681434,POINT (-73.86681434 40.69506535),30388.341836780415
Q6137,BARS,48 AVE & 213 ST,11361.0,Queens,QN11,23.0,40.75548264,-73.76814581,POINT (-73.76814581 40.75548264),49514.03840192543
Q6031,ERS,103 AVE & 115 ST,11419.0,Queens,QN09,28.0,40.68700281,-73.82835621,POINT (-73.82835621 40.68700281),36094.169906803494
R0083,ERS,BRIGHTON AVE & JERSEY ST,10301.0,Staten Island,SI01,49.0,40.6378116,-74.08727831,POINT (-74.08727831 40.6378116),58368.42588025497
B1584,ERS,LENOX RD & E 35 ST,11203.0,Brooklyn,BK17,40.0,40.6544711,-73.94513626,POINT (-73.94513626 40.6544711),30902.088112365756
R0822,ERS,VICTORY BLVD & LABAU AVE,10301.0,Staten Island,SI01,49.0,40.61505029,-74.10706629,POINT (-74.10706629 40.61505029),66755.97468374556
Q7081,ERS,CALAMUS AVE & 74 ST,11373.0,Queens,QN05,30.0,40.73453116,-73.88852286,POINT (-73.88852286 40.73453116),29175.04766776344
B0317,ERS,KENT AVE BTW ROSS ST & KEAP ST,11211.0,Brooklyn,BK01,33.0,40.70208898,-73.96434014,POINT (-73.96434014 40.70208898),29045.002807737692
B0284,BARS,VARICK AVE & HARRISON PL,11237.0,Brooklyn,BK01,34.0,40.70714613,-73.92701524,POINT (-73.92701524 40.70714613),26421.966668889923
B1870,ERS,LORING AVE & AUTUMN AVE,11208.0,Brooklyn,BK05,42.0,40.66725643,-73.86607438,POINT (-73.86607438 40.66725643),32464.318676764535
M0639,ERS,7 AVE & W 26 ST,10001.0,Manhattan,MN05,3.0,40.74600398,-73.99426259,POINT (-73.99426259 40.74600398),35603.602157603025
Q5618,BARS,112 RD & 194 ST,11412.0,Queens,QN12,27.0,40.70051795,-73.76140248,POINT (-73.76140248 40.70051795),47814.602113854664
R0543,ERS,DELAFIELD AVE & CLOVE RD,10310.0,Staten Island,SI01,49.0,40.62924859,-74.1232197,POINT (-74.1232197 40.62924859),67557.86549648398
R2173,ERS,REGAL WALK 400' W OF FARRAGUT AVE,10303.0,Staten Island,SI01,49.0,40.62136868,-74.16595425,POINT (-74.16595425 40.62136868),78429.00752564528
R1469,BARS,RICHMOND RD & CROMWELL AVE,10304.0,Staten Island,SI02,50.0,40.59263231,-74.10083052,POINT (-74.10083052 40.59263231),69959.3536606261
R1445,BARS,BURGHER AVE & LACONIA AVE,10305.0,Staten Island,SI02,50.0,40.58984069,-74.08662522,POINT (-74.08662522 40.58984069),67547.57153254046
Q9522,ERS,WOODHAVEN BLVD & 65 DR,11374.0,Queens,QN06,30.0,40.71884481,-73.86412298,POINT (-73.86412298 40.71884481),30901.692346548913
M0804,ERS,AVE OF AMERICAS & 44 ST,10036.0,Manhattan,MN05,4.0,40.75614022,-73.98316796,POINT (-73.98316796 40.75614022),34816.37028061781
B3850,ERS,14 AVE & 85 ST,11228.0,Brooklyn,BK10,43.0,40.61333904,-74.01108648,POINT (-74.01108648 40.61333904),47418.948841256104
M1663,ERS,W 154 ST & MACOMB'S PL,10039.0,Manhattan,MN10,9.0,40.8277516,-73.93582956,POINT (-73.93582956 40.8277516),40289.13310387274
Q2677,ERS,137 AVE & 173 ST,11434.0,Queens,QN12,28.0,40.67307876,-73.76808457,POINT (-73.76808457 40.67307876),47955.31616028341
R0499,BARS,VIRGINIA AVE & COLTON ST,10305.0,Staten Island,SI01,49.0,40.60971689,-74.07707456,POINT (-74.07707456 40.60971689),61492.82962030728
B0395,ERS,S/S PARK AVE AT CUMBERLAND ST,11205.0,Brooklyn,BK02,35.0,40.69589375,-73.97429074,POINT (-73.97429074 40.69589375),30468.616015688367
Q8694,BARS,131 AVE & 160 ST,11434.0,Queens,QN12,28.0,40.67446006,-73.77949293,POINT (-73.77949293 40.67446006),45553.81273233941
Q1316,ERS,BEACH 80 ST & FREEWAY,11693.0,Queens,QN14,31.0,40.59067995,-73.80653187,POINT (-73.80653187 40.59067995),54593.031252329376
Q7426,BARS,BROADWAY & 29 ST,11106.0,Queens,QN01,22.0,40.76272543,-73.92698824,POINT (-73.92698824 40.76272543),30374.48577929917
X2771,ERS,GRAND CONCOURSE & E 172 ST,10457.0,Bronx,BX04,16.0,40.84093013,-73.91269769,POINT (-73.91269769 40.84093013),42664.305916491794
Q6598,ERS,W/S MAIN ST & 141 ST,11435.0,Queens,QN08,24.0,40.71214872,-73.81800869,POINT (-73.81800869 40.71214872),37346.450233564596
Q5001,BARS,110 AVE & 176 ST,11433.0,Queens,QN12,27.0,40.69791001,-73.77826302,POINT (-73.77826302 40.69791001),44478.90321304442
B0639,ERS,WASHINGTON AVE & GREENE AVE,11238.0,Brooklyn,BK02,35.0,40.68674453,-73.96552511,POINT (-73.96552511 40.68674453),29677.63648605319
Q9138,ERS,JEWEL AVE & 108 ST,11375.0,Queens,QN06,29.0,40.72363508,-73.84481895,POINT (-73.84481895 40.72363508),33745.948480088235
X2262,ERS,TINTON AVE & E 152 ST,10455.0,Bronx,BX01,8.0,40.8154705,-73.90532656,POINT (-73.90532656 40.8154705),38213.322935357995
Q0221,BARS,JFK - F/O BLDG 263 E/S JAPAN AIRLINES,11430.0,Queens,JFK,28.0,40.65518293,-73.77956624,POINT (-73.77956624 40.65518293),47811.20454515156
B3721,ERS,BLAKE AVE & E 98 ST,11212.0,Brooklyn,BK17,41.0,40.66384357,-73.92165572,POINT (-73.92165572 40.66384357),28892.269549854474
B3997,ERS,AVENUE P & E 35 ST,11234.0,Brooklyn,BK18,46.0,40.61579636,-73.9393588,POINT (-73.9393588 40.61579636),37119.23782470225
B3673,ERS,GERRITSEN AVE & CYRUS AVE,11229.0,Brooklyn,BK15,46.0,40.59030821,-73.92230793,POINT (-73.92230793 40.59030821),41869.05358612977
R0667,BARS,CHICAGO AND LANDIS AVES,10305.0,Staten Island,SI02,50.0,40.60152787,-74.06938067,POINT (-74.06938067 40.60152787),61566.865650583175
Q4544,ERS,GRAND AVE & HASPEL ST,11373.0,Queens,QN04,25.0,40.73487395,-73.88210659,POINT (-73.88210659 40.73487395),29801.784305484332
X3025,ERS,LYON AVE & GLOVER ST,10462.0,Bronx,BX10,18.0,40.83663992,-73.84953036,POINT (-73.84953036 40.83663992),47849.029682208144
B0970,ERS,CLASSON AVE & FULTON ST,11238.0,Brooklyn,BK03,36.0,40.68174248,-73.95858567,POINT (-73.95858567 40.68174248),29151.97194464184
M0533,ERS,WEST ST & BANK ST,10014.0,Manhattan,MN02,3.0,40.73600246,-74.01003351,POINT (-74.01003351 40.73600246),37755.83800668242
